DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	Manufacturer_Name	Form_Code	Strength_Code	PackSize_Qty	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	GenNHS_Code	Generic_Name	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid					
606215	ZDISPENSE	CFBB9A4B-2B79-44A9-88FD-6BB2AA27A844	!UNMAPPED	BODIGRIP B FL 6.5CMX1M	BODIGRIP B FL 6.5CMX1M	NULL	NULL	NULL	NULL	BODIGRIP B FL 6.5CMX1M	9325334013450	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606216	ZDISPENSE	CFF9E2B7-4EE8-49D9-B41D-CAE484B4A658	!UNMAPPED	PHCY CARE PARACODEINE TAB 40	PHCY CARE PARACODEINE TAB 40	NULL	NULL	NULL	NULL	PHCY CARE PARACODEINE TAB 40	9341571005492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606217	ZDISPENSE	D035F8A0-32AB-4C4A-BD1D-8947534D22FE	!UNMAPPED	THYROID EXTRACT	THYROID EXTRACT CAPSULES 48MG	NULL	CAPSULES	48MG	1	THYROID EXTRACT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606218	ZDISPENSE	D0862F99-B4B3-40FC-B22B-1D33107E0E1F	!UNMAPPED	HYDRALYTE ORNG 250ML	HYDRALYTE ORNG 250ML	NULL	NULL	NULL	NULL	HYDRALYTE ORNG 250ML	9317039001245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673623	ZDISPENSE	D0F95AED-D8A8-4103-9335-EFC19A95CC37	!UNMAPPED	TACROLIMUS 0.1% OINTMENT 10G	TACROLIMUS 0.1% OINTMENT 10G	NULL	NULL	NULL	NULL	TACROLIMUS 0.1% OINTMENT 10G	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	32:18.0	NULL	NULL	0					
606219	ZDISPENSE	D12FB5BB-6E3A-47D0-B82D-0C057E3053B9	!UNMAPPED	CLINICAL INTERVENTION	CLINICAL INTERVENTION	NULL	NULL	NULL	NULL	CLINICAL INTERVENTION	2533	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673099	ZDISPENSE	D1395310-07E2-40BF-B0CC-722BED736E3B	!UNMAPPED	PANSABELLA HAND TIED BOQUET SMALL	PANSABELLA HAND TIED BOQUET SMALL	NULL	NULL	NULL	NULL	PANSABELLA HAND TIED BOQUET SMALL	25440	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:12.8	NULL	NULL	0					
606220	ZDISPENSE	D14D825E-62C7-4E84-8F24-D644762809AC	!UNMAPPED	FAMCICLOVIR	FAMCICLOVIR SUSPENSION 125MG/ML	NULL	SUSPENSION	125MG/ML	NULL	FAMCICLOVIR	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606221	ZDISPENSE	D166DDF1-E3C0-44D3-8FE3-1EE15D6519A8	!UNMAPPED	N/WAY ACTIVATED CURCUMIN 30	N/WAY ACTIVATED CURCUMIN 30	NULL	NULL	NULL	NULL	N/WAY ACTIVATED CURCUMIN 30	9314807052225	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672379	ZDISPENSE	D1BC1DB3-1CAE-4E2D-8BED-37B57CB46C8C	!UNMAPPED	NAN 2 PRO GOLD FROM 6 MTH 900G	NAN 2 PRO GOLD FROM 6 MTH 900G	NULL	NULL	NULL	NULL	NAN 2 PRO GOLD FROM 6 MTH 900G	7613031876501	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	07:28.0	NULL	NULL	0					
673435	ZDISPENSE	D232919B-3A2B-4363-B1BE-4C182BA9AF9E	!UNMAPPED	* TATTOOS METALLIC BODY ART 12	* TATTOOS METALLIC BODY ART 12	NULL	NULL	NULL	NULL	* TATTOOS METALLIC BODY ART 12	800307013785	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	36:15.1	NULL	NULL	0					
673411	ZDISPENSE	D2D54DEE-E8AB-4356-9EBC-9624DCF12E39	!UNMAPPED	DHEA	DHEA CAPSULES SR 20MG	NULL	CAPSULES SR	20MG	NULL	DHEA	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	12:35.3	NULL	NULL	0					
673168	ZDISPENSE	D2E92639-7537-4C74-8E1B-E2A1AB70068A	!UNMAPPED	BLINK CONTACTS EYE DROPS 10ML	BLINK CONTACTS EYE DROPS 10ML	NULL	NULL	NULL	NULL	BLINK CONTACTS EYE DROPS 10ML	4897004110349	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:32.1	NULL	NULL	0					
606222	ZDISPENSE	D2EFD80F-5281-47F1-AE86-547602826FC9	!UNMAPPED	ANTHRALIN PASTE 1%	ANTHRALIN PASTE 1%	NULL	NULL	NULL	NULL	ANTHRALIN PASTE 1%	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672759	ZDISPENSE	D379F211-72FE-49AF-BE6C-ED4ED63E1C40	!UNMAPPED	EZY-AS STOCKING APPLICATION	EZY-AS STOCKING APPLICATION	NULL	NULL	NULL	NULL	EZY-AS STOCKING APPLICATION	9339505000040	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:57.2	NULL	NULL	0					
673048	ZDISPENSE	D38A11E9-DD45-4CF1-84E5-CE8AFF5F7C9F	!UNMAPPED	B DOSE FORTE 2.5ML	B DOSE FORTE 2.5ML	NULL	NULL	NULL	NULL	B DOSE FORTE 2.5ML	45290	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:58.7	NULL	NULL	0					
673574	ZDISPENSE	D39BC275-E06F-43A4-AB19-024EB9B369EC	!UNMAPPED	UBIQUINOL BIOACTIVE 150MG 30S	UBIQUINOL BIOACTIVE 150MG 30S	NULL	NULL	NULL	NULL	UBIQUINOL BIOACTIVE 150MG 30S	9328727006671	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43:54.2	NULL	NULL	0					
672799	ZDISPENSE	D3D1A0B0-A3E0-4797-AC4B-3A312C012CB5	!UNMAPPED	KETOCONAZOLE	KETOCONAZOLE SUSPENSION 200MG/ML	NULL	SUSPENSION	200MG/ML	1	KETOCONAZOLE	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	25:35.3	NULL	NULL	0					
606223	ZDISPENSE	D4260D5D-5EB2-4BAC-AD0E-986A41DF4077	!UNMAPPED	T/SKIN TH GLOVES MD 199	T/SKIN TH GLOVES MD 199	NULL	NULL	NULL	NULL	T/SKIN TH GLOVES MD 199	609580841999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672539	ZDISPENSE	D473F13A-7BCF-4DC0-B21C-D7376960C57F	!UNMAPPED	COMPOUNDED HCG 300IU/ML X 25ML	COMPOUNDED HCG 300IU/ML X 25ML	NULL	NULL	NULL	NULL	COMPOUNDED HCG 300IU/ML X 25ML	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	13:36.3	NULL	NULL	0					
673169	ZDISPENSE	D48805A5-02D8-4893-9034-00BE5D5AF2F6	!UNMAPPED	FENTORA	FENTORA ODT 200MCG	TB	ODT	200MCG	4	FENTORA	9349649000042	N	S8	10697B	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:32.1	NULL	NULL	0					
606225	ZDISPENSE	D4FAF900-22C3-435A-A434-CBD4D9ED2462	!UNMAPPED	BERRINGA MGO 450+ TPEUTIC HN	BERRINGA MGO 450+ TPEUTIC HN	NULL	NULL	NULL	NULL	BERRINGA MGO 450+ TPEUTIC HN	9344221001370	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673084	ZDISPENSE	D53A54A3-B4C1-4989-A764-DF6A2DDE1B00	!UNMAPPED	E/N ANXIETY RELIEF 60 TABS	E/N ANXIETY RELIEF 60 TABS	NULL	NULL	NULL	NULL	E/N ANXIETY RELIEF 60 TABS	9315771009970	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10:53.1	NULL	NULL	0					
673100	ZDISPENSE	D5424A9F-D218-4A45-B79A-C8C785CA1A85	!UNMAPPED	DAVID CRAIG ETHANOL 90% 1L	DAVID CRAIG ETHANOL 90% 1L	NULL	NULL	NULL	NULL	DAVID CRAIG ETHANOL 90% 1L	9333583010243	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:12.8	NULL	NULL	0					
606226	ZDISPENSE	D5ABAA44-C923-4A71-90A6-5AA78ACF38BA	!UNMAPPED	TENA ACTIVE E/LONG 24 X 6	TENA ACTIVE E/LONG 24 X 6	NULL	NULL	NULL	NULL	TENA ACTIVE E/LONG 24 X 6	7322540298932	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673591	ZDISPENSE	D5BEB69E-C0A8-482C-8FA3-11A29BDE5809	ENTR1	ENTRIP	ENTRIP TABLETS 10MG	RW	TABLETS	10MG	50	ENTRIP	9350299003802	N	S4	2417F	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:22.5	NULL	NULL	0					
606227	ZDISPENSE	D64E4552-B1B2-4D2C-8DE4-9806AE4BB630	!UNMAPPED	PHCY CARE PAW PAW OINT 100G	PHCY CARE PAW PAW OINT 100G	NULL	NULL	NULL	NULL	PHCY CARE PAW PAW OINT 100G	9341571009391	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672540	ZDISPENSE	D6A3FF44-51C5-4C1D-A2BF-72C48A843230	!UNMAPPED	OPTIFAST M/SHK VAN 54G 18	OPTIFAST M/SHK VAN 54G 18	NULL	NULL	NULL	NULL	OPTIFAST M/SHK VAN 54G 18	7613035252035	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	14:19.8	NULL	NULL	0					
673597	ZDISPENSE	D6AFB685-D54A-4287-AD01-491AE6A81DCE	!UNMAPPED	PHENYTOIN 100MG CAPS COMPOUNDED 100	PHENYTOIN 100MG CAPS COMPOUNDED 100	NULL	NULL	NULL	NULL	PHENYTOIN 100MG CAPS COMPOUNDED 100	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:23.9	NULL	NULL	0					
606228	ZDISPENSE	D70A8A74-B4B8-4797-BCE5-2F9AFF6F8897	!UNMAPPED	NIVEA MEN DEOD SPRY DRYIMPAC	NIVEA MEN DEOD SPRY DRYIMPAC	NULL	NULL	NULL	NULL	NIVEA MEN DEOD SPRY DRYIMPAC	4005808298051	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672486	ZDISPENSE	D70F0C04-EDCD-4E3D-8834-A55D2E9C15C3	!UNMAPPED	EAGLE TRESOS B 50 TABS	EAGLE TRESOS B 50 TABS	NULL	NULL	NULL	NULL	EAGLE TRESOS B 50 TABS	9332510001088	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40:43.4	NULL	NULL	0					
606229	ZDISPENSE	D7514681-19F8-4E54-A373-11531A73916C	!UNMAPPED	BEDSOCKS	BEDSOCKS	NULL	NULL	NULL	NULL	BEDSOCKS	9340447016907	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673592	ZDISPENSE	D845B69D-12D9-4C11-8728-B0B573E6CC73	!UNMAPPED	AMC COLD & FLU RELIEF TABS 24	AMC COLD & FLU RELIEF TABS 24	NULL	NULL	NULL	NULL	AMC COLD & FLU RELIEF TABS 24	9314567201116	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	35:22.5	NULL	NULL	0					
606231	ZDISPENSE	D852099B-E8EE-4FB5-9A40-2AD031642225	!UNMAPPED	EAR PLUG HUSH REG  6257	EAR PLUG HUSH REG  6257	NULL	NULL	NULL	NULL	EAR PLUG HUSH REG  6257	9313776062570	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673612	ZDISPENSE	D857C4E6-E4D7-408E-A627-BB847142AB6C	!UNMAPPED	VANCOMYCIN ALPH	VANCOMYCIN ALPH VIAL 500MG	AF	VIAL	500MG	1	VANCOMYCIN ALPH	9323610006660	N	S4	3131T	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	30:59.7	NULL	NULL	0					
673699	ZDISPENSE	D85A0A3D-EAA9-4991-A496-288DBFCB46FE	!UNMAPPED	DACARBAZINE 750MG	DACARBAZINE 750MG	NULL	NULL	NULL	NULL	DACARBAZINE 750MG	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	39:01.5	NULL	NULL	0					
672901	ZDISPENSE	D8D4DD69-A561-4DDD-87D0-2A27757FD1FC	!UNMAPPED	APO METFORMIN TAB 500MG BLST	APO METFORMIN TAB 500MG BLST	NULL	NULL	NULL	NULL	APO METFORMIN TAB 500MG BLST	9338475022526	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	15:58.1	NULL	NULL	0					
606232	ZDISPENSE	D8D99CE7-7A8D-410C-B0E6-921DF39773B1	!UNMAPPED	VICKS THERM DIGITAL SPEED READ V911	VICKS THERM DIGITAL SPEED READ V911	NULL	NULL	NULL	NULL	VICKS THERM DIGITAL SPEED READ V911	328785009125	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672979	ZDISPENSE	D915839A-D57D-4ADD-B83C-1C2F53E81219	!UNMAPPED	KETOCONAZOLE TOPICAL	KETOCONAZOLE TOPICAL SUSPENSION 2%	NULL	SUSPENSION	2%	1	KETOCONAZOLE TOPICAL	NULL	N	S4	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50:10.2	NULL	NULL	0					
673026	ZDISPENSE	D91ABC25-CEF2-4EE2-8C4A-F2AC51378679	AMOH2	AMOHEXAL CAP 500MG 20 BLST	AMOHEXAL CAP 500MG 20 BLST	NULL	NULL	NULL	NULL	AMOHEXAL CAP 500MG 20 BLST	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	08:48.7	NULL	NULL	0					
673170	ZDISPENSE	D96DE52C-3EAA-4EAF-8E99-6AB4C194A0DA	!UNMAPPED	MAN CLIPPER TOE NAIL	MAN CLIPPER TOE NAIL	NULL	NULL	NULL	NULL	MAN CLIPPER TOE NAIL	34533447001	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	27:32.1	NULL	NULL	0					
673156	ZDISPENSE	D9A02C9B-E12B-413F-BE72-8A177D69BB1F	!UNMAPPED	DARELL LEA PEANUT BRITTLE 45G	DARELL LEA PEANUT BRITTLE 45G	NULL	NULL	NULL	NULL	DARELL LEA PEANUT BRITTLE 45G	9310881100104	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	26:50.8	NULL	NULL	0					
673746	ZDISPENSE	D9B37FF0-310A-46D2-B30F-C75EFA388EBA	!UNMAPPED	IMIPRAMIN-NEURAZPHARM 25MG	IMIPRAMIN-NEURAZPHARM 25MG	NULL	NULL	NULL	NULL	IMIPRAMIN-NEURAZPHARM 25MG	101936	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	37:05.5	NULL	NULL	0					
606234	ZDISPENSE	DA8F1075-B4E0-4AA5-8E22-73A9C801E297	!UNMAPPED	BIOCEUTICALS VITAMIN D3 CAP 60	BIOCEUTICALS VITAMIN D3 CAP 60	NULL	NULL	NULL	NULL	BIOCEUTICALS VITAMIN D3 CAP 60	9337896000120	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606235	ZDISPENSE	DA8F6679-E913-4879-A9BF-16A1E00BC364	!UNMAPPED	GILLETTE C/W S/GEL SS195G	GILLETTE C/W S/GEL SS195G	NULL	NULL	NULL	NULL	GILLETTE SHV/GEL SENS/SKN 200M (3)	3014260214692	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606236	ZDISPENSE	DA9BFC32-0B74-467B-9F2C-7B3348B7A85C	!UNMAPPED	BD SYR 1 0ML SC 29X12 7MM BX10	BD SYR 1 0ML SC 29X12 7MM BX10	NULL	NULL	NULL	NULL	BD SYR 1 0ML SC 29X12 7MM BX10	382903261109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606237	ZDISPENSE	DA9E603A-1256-43F4-864B-87BAFC248AD4	!UNMAPPED	JOJOBA YOUTH POTION 50ML	JOJOBA YOUTH POTION 50ML	NULL	NULL	NULL	NULL	JOJOBA YOUTH POTION 50ML	9342126001136	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673101	ZDISPENSE	DAF17965-9268-402C-9C82-D73682CC3621	!UNMAPPED	DB DELUXE BAG BLACK/WHITE	DB DELUXE BAG BLACK/WHITE	NULL	NULL	NULL	NULL	DB DELUXE BAG BLACK/WHITE	9336830023300	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:12.8	NULL	NULL	0					
606238	ZDISPENSE	DB455D33-D487-4296-BBB9-A011AEDF8AB2	!UNMAPPED	ORAL B SUPERFLOSS 50(1)	ORAL B SUPERFLOSS 50(1)	NULL	NULL	NULL	NULL	ORAL B SUPERFLOSS 50(1)	300410825522	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
672463	ZDISPENSE	DB59B513-49C3-4EC9-B63D-0183D427C778	!UNMAPPED	ETHICAL/N PAIN RELIEF TRIPLE 30TAB	ETHICAL/N PAIN RELIEF TRIPLE 30TAB	NULL	NULL	NULL	NULL	ETHICAL/N PAIN RELIEF TRIPLE 30TAB	9315771009994	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:42.8	NULL	NULL	0					
606239	ZDISPENSE	DB604495-6003-4D55-A52F-9B9868AE82B4	!UNMAPPED	PHCY CARE C&F D&N TAB24	PHCY CARE C&F D&N TAB24	NULL	NULL	NULL	NULL	PHCY CARE C&F D&N TAB24	9341571005324	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
673571	ZDISPENSE	DB7AE8DE-AA39-4BC0-93EC-C93467C4EE83	!UNMAPPED	COLGATE T/P REGULAR 90G	COLGATE T/P REGULAR 90G	NULL	NULL	NULL	NULL	COLGATE T/P REGULAR 90G	9300632065974	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	38:47.7	NULL	NULL	0					
606240	ZDISPENSE	DBF51F91-5661-4B00-8EED-6FC7200542C8	!UNMAPPED	LIGNOCAINE PRILOCAINE TETRACAINE	LIGNOCAINE PRILOCAINE TETRACAINE CREAM 5% 3% 3%	NULL	CREAM	5% 3% 3%	1	LIGNOCAINE PRILOCAINE TETRACAINE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606241	ZDISPENSE	DC09BD79-2E5A-4D38-88EE-7DD7A900B680	!UNMAPPED	SCHICK HYDRO 3 BLADES 4	SCHICK HYDRO 3 BLADES 4	NULL	NULL	NULL	NULL	SCHICK HYDRO 3 BLADES 4	6937266703069	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.3	NULL	NULL	0					
606242	ZDISPENSE	DC145568-EECE-4AD2-9C1D-9423B10E8DBB	!UNMAPPED	CEN B COMPLEX 150 TAB	CEN B COMPLEX 150 TAB	NULL	NULL	NULL	NULL	CEN B COMPLEX 150 TAB	9300705605380	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
606243	ZDISPENSE	DC20B39F-3DE8-4AE8-A4B2-54D069A78F06	!UNMAPPED	BD LANCET MICROFINE 31G X 5MM (1)	BD LANCET MICROFINE 31G X 5MM (1)	NULL	NULL	NULL	NULL	BD LANCET MICROFINE 31G X 5MM (1)	382903204700	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
606244	ZDISPENSE	DC5FEC46-3796-475B-8181-D7EB441D98E8	!UNMAPPED	MICROPORE 1 TAPE 25MM	MICROPORE 1 TAPE 25MM	NULL	NULL	NULL	NULL	MICROPORE 1 TAPE 25MM	696617	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
672766	ZDISPENSE	DCB7F337-DCAE-45D8-99AF-2DAC7D181FFD	!UNMAPPED	PHCY CARE CALCIUM & D TAB 120	PHCY CARE CALCIUM & D TAB 120	NULL	NULL	NULL	NULL	PHCY CARE CALCIUM & D TAB 120	9341571004082	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	57:07.6	NULL	NULL	0					
606245	ZDISPENSE	DCDCA616-4046-4CB0-A867-288CF9DB2448	!UNMAPPED	BF BROTHERS BLEND 200G (8)	BF BROTHERS BLEND 200G (8)	NULL	NULL	NULL	NULL	BF BROTHERS BLEND 200G (8)	9326847000920	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
673121	ZDISPENSE	DD02701A-1B76-45C0-920F-476C893E2CAC	!UNMAPPED	FUTR ANKLE WRAP SUPP LRG 47876	FUTR ANKLE WRAP SUPP LRG 47876	NULL	NULL	NULL	NULL	FUTR ANKLE WRAP SUPP LRG 47876	72140478766	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	11:33.4	NULL	NULL	0					
673715	ZDISPENSE	DD19EBC8-DFBC-4E01-9340-E8AA86A4297C	!UNMAPPED	DP TACROLIMUS 0.1% IN WHITE SOFT PARAFFIN 30G	DP TACROLIMUS 0.1% IN WHITE SOFT PARAFFIN 30G	NULL	NULL	NULL	NULL	DP TACROLIMUS 0.1% IN WHITE SOFT PARAFFIN 30G	NULL	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	13:36.9	NULL	NULL	0					
606246	ZDISPENSE	DE3EFB83-A543-4289-BB7D-EFD200A50D6B	!UNMAPPED	LOREAL ELNETT H/SPRAY NORM	LOR ELNETT H/SPRAY NORM	NULL	NULL	NULL	NULL	LOREAL ELNETT H/SPRAY NORM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
673695	ZDISPENSE	DE4AC6AE-7AF7-40E3-A67C-DFCF66F8917D	VAL1	VALIUM TAB 2MG 50	VALIUM TAB 2MG 50	NULL	NULL	NULL	NULL	VALIUM TAB 2MG 50	9317344000506	N	NULL	NULL	NULL	N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	37:58.3	NULL	NULL	0					
606247	ZDISPENSE	DE5A017A-D58F-40F2-9AEB-0E5330B45027	!UNMAPPED	TEST	TEST	NULL	NULL	NULL	NULL	TEST	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
606248	ZDISPENSE	DE6B38C1-DE47-4F66-A00D-BFF58A7F4C8F	!UNMAPPED	CLEAR TOTAL NOURISH CARE S/P	CLEAR TOTAL NOURISH CARE S/P	NULL	NULL	NULL	NULL	CLEAR TOTAL NOURISH CARE S/P	9300830016624	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
673417	ZDISPENSE	DE79ECAB-EFC9-4FEC-8477-9B7B0070C062	!UNMAPPED	NAT INST SHMP SENSITIVE 500ML	NAT INST SHMP SENSITIVE 500ML	NULL	NULL	NULL	NULL	NAT INST SHMP SENSITIVE 500ML	9338661000253	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	06:44.6	NULL	NULL	0					
606249	ZDISPENSE	DE9A5320-4856-479F-B4D9-260B9B850748	!UNMAPPED	PHCY CARE PARACODEINE 500/10MG TAB 40	PHCY CARE PARACODEINE 500/10MG TAB 40	NULL	NULL	NULL	NULL	PHCY CARE PARACODEINE 500/10MG TAB 40	9341571005492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
606250	ZDISPENSE	DEA0A140-E92E-4218-8B6E-3EEECD738336	!UNMAPPED	SOX 3 PAIRS $12	SOX HOT KEY INCL 3 PAIRS	NULL	NULL	NULL	NULL	SOX 3 PAIRS $12	9340447027828	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
673059	ZDISPENSE	DEAE55F6-6767-44BB-978D-0C4C5B8FCD7B	!UNMAPPED	METAGENICS ULTRA FLORA IMMUNE CONTROL 30 CAPS	METAGENICS ULTRA FLORA IMMUNE CONTROL 30 CAPS	NULL	NULL	NULL	NULL	METAGENICS ULTRA FLORA IMMUNE CONTROL 30 CAPS	9315771009901	3	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50:22.4	NULL	NULL	0					
606251	ZDISPENSE	DED9A248-F971-4D4E-B024-44A4765DFF09	!UNMAPPED	FLUQUADRI	FLUQUADRI	NULL	NULL	NULL	NULL	FLUQUADRI	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
606252	ZDISPENSE	DEEFF495-C7E1-47B4-83A1-56E7C7D59FCB	!UNMAPPED	HYDROCORTISONE	HYDROCORTISONE CREAM 2.5%	NULL	CREAM	2.50%	1	HYDROCORTISONE	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	53:19.4	NULL	NULL	0					
