DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	Manufacturer_Name	GenNHS_Code	Form_Code	Strength_Code	Generic_Name	PackSize_Qty	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid	Column 28
NULL	ZDISPENSE	9910D1CA-8038-4853-8235-472802316CDC	!UNMAPPED	HEAD&SHOULDERS COND DRY SCAL	HEAD&SHOULDERS COND DRY SCAL	HEAD&SHOULDERS COND DRY SCAL	4902430284813	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	99145A48-AEFD-4768-8E80-A198BD96C8F2	!UNMAPPED	DAKTARIN CRM 70G(6)	DAKTARIN CRM 70G(6)	DAKTARIN CRM 70G(6)	9317376731935	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	99E3A053-BCA1-44C0-8150-D41E159DE16A	!UNMAPPED	SALVITAL 375G	SALVITAL 375G	SALVITAL 375G	9330130006360	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9B67D3E4-F114-4737-9678-AEBB84CC38CE	!UNMAPPED	WHITE CHOC RASPBERRIES	WHITE CHOC RASPBERRIES	WHITE CHOC RASPBERRIES	9328946001723	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9B7B93C8-9D61-4213-AEF3-E30120710ED0	!UNMAPPED	WEBSTER PACK CHANGE PRIVATE	WEBSTER PACK CHANGE PRIVATE	WEBSTER PACK CHANGE PRIVATE	955423	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9B85DA0B-63AF-4701-8B13-88F3E0C6F9CE	!UNMAPPED	TENA LADY 20 EXTRA CTN 3	TENA LADY 20 EXTRA CTN 3	TENA LADY 20 EXTRA CTN 3	7322540527988	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9BBDA259-EB43-4C9B-ABD0-5979884C9980	!UNMAPPED	CM AQUEOUS CRM JAR 500G (6)	CM AQUEOUS CRM JAR 500G (6)	CM AQUEOUS CRM JAR 500G (6)	9316100686916	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9C2EF505-71A4-42E0-A4BF-53B19289C101	!UNMAPPED	KPU	KPU  CAPSULES	KPU	NULL	NULL	NULL	NULL	NULL	CAPSULES	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9C3FFA7C-3267-4F6C-B16D-F9C620D0B69C	!UNMAPPED	NALTREXONE	NALTREXONE CAPSULES 2MG	NALTREXONE	NULL	NULL	NULL	NULL	NULL	CAPSULES	2MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9C841EDA-A7ED-4F33-9861-47BC2BEFDF5D	!UNMAPPED	ADAPTIC 2012 7.6 X 7.6	ADAPTIC 2012 7.6 X 7.6	ADAPTIC 2012 7.6 X 7.6	25051978000195	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9CB8E869-A1DE-490A-B833-E9E75FD84E82	!UNMAPPED	VO5 ADV H/SPRY EXT FIRM HOLD 2	VO5 ADV H/SPRY EXT FIRM HOLD 2	VO5 ADV H/SPRY EXT FIRM HOLD 2	9310158168028	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9CFA843C-0815-4595-9BDB-B9AA3B3D19F6	!UNMAPPED	PHCY CARE MOMETASONE 50MCG 140	PHCY CARE MOMETASONE 50MCG 140	PHCY CARE MOMETASONE 50MCG 140	9341571011073	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9D4AAD0F-98BC-4F01-AEC3-4A0D703B700A	!UNMAPPED	CEFTAZIDIME	CEFTAZIDIME VIAL 1G	CEFTAZIDIME	NULL	NULL	NULL	NULL	NULL	VIAL	1G	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9EE9F2F1-1295-458C-9FDA-5D27C9FAA456	!UNMAPPED	PHCY CARE GLUCO & CHOND TABS 200	PHCY CARE GLUCO & CHOND TABS 200	PHCY CARE GLUCO & CHOND TABS 200	9341571004020	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9F237C31-FC42-41B2-882A-F6A0A0C44580	!UNMAPPED	PONSTAN 250MG. CAP 50	PONSTAN 250MG. CAP 50	PONSTAN 250MG. CAP 50	93288415	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9FF42A51-8C74-4C27-A18C-FC386149F35C	!UNMAPPED	CHICKWEED OINT 50GM	CHICKWEED OINT 50GM	CHICKWEED OINT 50GM	9312146008088	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	9FFA60DD-44FC-40B2-AEB2-9F17DD8BD547	!UNMAPPED	BLOOMS GLUC & CHOND 90 CAPS	BLOOMS GLUC & CHOND 90 CAPS	BLOOMS GLUC & CHOND 90 CAPS	9313818140075	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A0090FCC-AD1D-4D3D-855E-DFC98D3017E6	!UNMAPPED	MACUTEC + OMEGA 3   90 CAPSULES	MACUTEC + OMEGA 3   90 CAPSULES	MACUTEC + OMEGA 3   90 CAPSULES	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A06DC305-10FD-41E8-943E-CBA9EC3881D2	!UNMAPPED	EGO QV BABY GENT WASH 250G	EGO QV BABY GENT WASH 250G	EGO QV BABY GENT WASH 250G	9314839011931	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A13162D9-6510-40A4-850D-85DA5D912620	!UNMAPPED	TRESEMME KERATIN SPOO SMTH 750ML	TRESEMME KERATIN SPOO SMTH 750ML	TRESEMME KERATIN SPOO SMTH 750ML	9300830018062	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A1650E58-5CD0-444B-AFDF-643887710F46	!UNMAPPED	MAGNESIUM (PHARMACY CARE) 37.4 TABLETS 500MG 100	MAGNESIUM (PHARMACY CARE) 37.4 TAB 500MG	MAGNESIUM (PHARMACY CARE) 37.4 TABLETS 500MG 100	9341571007076	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A19E4822-3AB5-492E-A63B-B4F74209F796	!UNMAPPED	BYS BROW LINER	BYS BROW LINER	BYS BROW LINER	9313880299268	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A1E84511-E34B-42A4-968E-9CF70B8E13B4	!UNMAPPED	SCW TAFT MAX/HLD STYL/LACQ 2	SCW TAFT MAX/HLD STYL/LACQ 2	SCW TAFT MAX/HLD STYL/LACQ 2	9310714326053	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A1FFBAE0-1641-432E-86DC-12C4872AC4D1	!UNMAPPED	VITAMIN D3	VITAMIN D3 CAPSULES 40,000 IU	VITAMIN D3	NULL	NULL	NULL	NULL	NULL	CAPSULES	40,000 IU	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A22835A2-A8EC-43F1-9DEE-59E195BDCD38	!UNMAPPED	CM BLOOD PRESSURE MONITER (1)	CM BLOOD PRESSURE MONITER (1)	CM BLOOD PRESSURE MONITER (1)	9316100702241	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A25DE11A-66F1-469B-A954-E29008F89318	!UNMAPPED	NIVEA PURE INVIS 150ML	NIVEA PURE INVIS 150ML	NIVEA PURE INVIS 150ML	4005808829910	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A381305A-E5C8-4D15-8026-990AAF71BA9D	!UNMAPPED	AMC FEMAZOLE CAP 150 MG	AMC FEMAZOLE CAP 150 MG	AMC FEMAZOLE CAP 150 MG	9314567201468	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A39E4D12-E543-4F26-AB1B-4BD8567B42F3	!UNMAPPED	MELATONIN	MELATONIN SUSPENSION 2.5MG/ML	MELATONIN	NULL	NULL	NULL	NULL	NULL	SUSPENSION	2.5MG/ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A3CF62B2-801F-4EE4-869D-DE2481EC5C9A	!UNMAPPED	PHCY CARE FEMINA V 3DAY CRM20G	PHCY CARE FEMINA V 3DAY CRM20G	PHCY CARE FEMINA V 3DAY CRM20G	9341571003221	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A4D4EAF5-61CB-449D-B235-4212E6B69F01	!UNMAPPED	BRYLCREEM PRTN ENRICHED 150ML	BRYLCREEM PRTN ENRICHED 150ML	BRYLCREEM PRTN ENRICHED 150ML	9300830016129	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A554D013-9A53-4169-8AD9-C84711394B06	!UNMAPPED	FUT 09039 ADJ KNEE SPORT	FUT 09039 ADJ KNEE SPORT	FUT 09039 ADJ KNEE SPORT	51131201408	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A57C41CC-6338-43C2-95A2-504A560D74FA	!UNMAPPED	AIM T/PASTE MNT GEL 90G	AIM T/PASTE MNT GEL 90G	AIM T/PASTE MNT GEL 90G	9333441006210	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A6272EFB-65FC-41A6-B699-26A68FD4D260	!UNMAPPED	WEBSTER PAK	WEBSTER PAK	WEBSTER PAK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A6980012-B003-4C64-B602-F54045ED543A	!UNMAPPED	SC ORTHAHEEL HUG NAVY W9	SC ORTHAHEEL HUG NAVY W9	SC ORTHAHEEL HUG NAVY W9	8034113702843	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A6BF8B1D-D63D-487E-9AC7-0D69B218CE4C	!UNMAPPED	RECTOGESIC OINTMENT 0.2%  30G (1)	RECTOGESIC	RECTOGESIC OINTMENT 0.2%  30G (1)	9325728000011	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A808B056-8CA8-4390-962B-570566FEB8E3	!UNMAPPED	OMEPRAZOLE	OMEPRAZOLE SUSPENSION 2MG/ML	OMEPRAZOLE	NULL	NULL	NULL	NULL	NULL	SUSPENSION	2MG/ML	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A9357CCB-17A3-4E46-A658-82B442A027E1	!UNMAPPED	TETRACYCLINE CAPS 250MG 100	TETRACYCLINE CAPS 250MG 100	TETRACYCLINE CAPS 250MG 100	930413	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A98B83E4-ED51-4BCD-91AF-7BFE4B5F1DA5	!UNMAPPED	A/SEARCH NEB MASK ADT SGL	A/SEARCH NEB MASK ADT SGL	A/SEARCH NEB MASK ADT SGL	9318766200208	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A9BE71C0-C95A-424B-BE70-93A4F33C000F	!UNMAPPED	PHCY CARE NYSTATIN DRPS 20ML	PHCY CARE NYSTATIN DRPS 20ML	PHCY CARE NYSTATIN DRPS 20ML	9341571003344	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	A9D79308-AD64-477E-9D73-564E9BE55156	!UNMAPPED	BLACKMORES BIO IRON ADV	BLACKMORES BIO IRON ADV	BLACKMORES BIO IRON ADV	93546003	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AA3EAE44-4A5E-41AB-94D5-72FC1DCF569C	!UNMAPPED	ACIVISION 30MG/G	ACIVISION 30MG/G	ACIVISION 30MG/G	-6732856	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AA4BE4DF-3DC5-4676-91C0-DD025E5D870D	!UNMAPPED	PRAMIPEXOLE XR GP	PRAMIPEXOLE XR GP TABS SR 0.75MG	PRAMIPEXOLE XR GP	9323610011633	NULL	NULL	AF	NULL	TABS SR	0.75MG	NULL	30	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AAB54FC8-4164-41A4-B9FD-9C040CF15F83	!UNMAPPED	NATIO MINERAL CRYSTAL LOOSE FOUNDATION BEIGE	NATIO MINERAL CRYSTAL LOOSE FOUNDATION BEIGE	NATIO MINERAL CRYSTAL LOOSE FOUNDATION BEIGE	9316542126278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AAE305B1-C818-406C-B54A-6E5B06AA66F6	!UNMAPPED	CALTRATE VITAMIN D 1000IU 60 CAPS	CALTRATE VITAMIN D 1000IU 60 CAPS	CALTRATE VITAMIN D 1000IU 60 CAPS	9310488000968	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	ABD50158-15E4-4AC8-97A2-63E78673392D	!UNMAPPED	PHCY CARE PARACODEINE EXTRA 2	PHCY CARE PARACODEINE EXTRA 2	PHCY CARE PARACODEINE EXTRA 2	9341571002712	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AC55C77A-4C55-47C4-A3D6-984191904B02	!UNMAPPED	SERZONE 300MG TAB 56	SERZONE 300MG TAB 56	SERZONE 300MG TAB 56	9323820000618	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AC80C5C4-36F5-404F-AD71-C3C835FA129E	!UNMAPPED	ALLERSOOTHE ELIXIR 100ML	ALLERSOOTHE ELIXIR 100ML	ALLERSOOTHE ELIXIR 100ML	9556258003160	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AD09B2C8-4CED-43AA-A9BB-E8C0E1E75BA8	!UNMAPPED	LEMSIP MAX W/DECN B/CURNT 10	LEMSIP MAX W/DECN B/CURNT 10	LEMSIP MAX W/DECN B/CURNT 10	9300631601906	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AD1CD652-DE55-40D8-A7D7-981F288DE9E5	!UNMAPPED	FAULDING EFF HYDRATE ELECTORNGTAB20	FAULDING EFF HYDRATE ELECTORNGTAB20	FAULDING EFF HYDRATE ELECTORNGTAB20	9316100170682	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AE183C5B-4AA0-47FB-A24C-C5E69D7A1107	!UNMAPPED	TRILOSTANE	TRILOSTANE SUSPENSION 20MG/ML	TRILOSTANE	NULL	NULL	NULL	NULL	NULL	SUSPENSION	20MG/ML	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AE2B9B3E-B70D-40B4-8AEB-042315A45F0E	!UNMAPPED	MYLANTA ORIGINAL 500ML	MYLANTA ORIGINAL 500ML LIQUID	MYLANTA ORIGINAL 500ML	NULL	NULL	NULL	NULL	NULL	LIQUID	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AEFAC99C-BAF2-4857-994B-C64FD2BDCA73	!UNMAPPED	AIM T/PASTE F/MINT 90G	AIM T/PASTE F/MINT 90G	AIM T/PASTE F/MINT 90G	9333441006203	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AF084DDE-EE15-40AF-A201-49F9F42C4612	!UNMAPPED	CLOBETASOL 0.1% LOTION 50ML	CLOBETASOL 0.1% LOTION 50ML	CLOBETASOL 0.1% LOTION 50ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	AF54FFE7-38C6-41C8-A75C-AB6CC3305E42	!UNMAPPED	BYS NAIL POLISH	BYS NAIL POLISH	BYS NAIL POLISH	9313880311571	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B0311F1E-7400-4CE9-86E3-40C1647F0AE5	!UNMAPPED	METRONIDAZOLE SNZ	METRONIDAZOLE SNZ INFUSION 500MG/100ML	METRONIDAZOLE SNZ	9318242001053	NULL	NULL	SZ	NULL	INFUSION	500MG/100ML	NULL	10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B0C58E30-A594-434E-9F26-DE33F560AFAF	!UNMAPPED	PICOPREP SACH 15 5G 3X	PICOPREP SACH 15 5G 3X	PICOPREP SACH 15 5G 3X	9322141400121	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B0E151F6-1F2E-49DC-A1C0-986F796C3C80	!UNMAPPED	CUSS M/FRESH ECO DWLEUCALYPT400ML12	CUSS M/FRESH ECO DWLEUCALYPT400ML12	CUSS M/FRESH ECO DWLEUCALYPT400ML12	9300615055886	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B16DBA56-7597-4CFE-AF8D-C3D8EEDDD306	!UNMAPPED	NICE N EASY HAIR COLOUR SPECIAL	NICE N EASY HAIR COLOUR SPECIAL	NICE N EASY HAIR COLOUR SPECIAL	4056800249572	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B222BF10-9800-4F0B-937D-A569F02FB075	!UNMAPPED	OMEPRAZOLE 2MG/ML SUSPENTION 65ML	OMEPRAZOLE 2MG/ML SUSPENTION 65ML	OMEPRAZOLE 2MG/ML SUSPENTION 65ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B23078D7-67F9-4AC9-9B3A-07D7B1917398	!UNMAPPED	BREO ELLIPTA INHL 200/25MCG	BREO ELLIPTA 200/25 INHL 200MCG/25MCG 30D	BREO ELLIPTA INHL 200/25MCG	9322147014940	NULL	NULL	GK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B2836063-09C6-4C01-88AF-4A318932A50D	!UNMAPPED	AIRS AIROEZE NEBULISER	AIRS AIROEZE NEBULISER	AIRS AIROEZE NEBULISER	9329336000050	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B2AB6B19-2AB5-461E-8E24-0D0B635E6295	!UNMAPPED	GILLETTE DAISY CLASS DISP 5 X12	GILLETTE DAISY COMFORT HOLD 5 X12	GILLETTE DAISY CLASS DISP 5 X12	4902430373296	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B3723CC2-A0BC-4437-8708-C43EF029DF96	!UNMAPPED	SELSUN BLUE 1% 200ML	SELSUN BLUE 1% 200ML	SELSUN BLUE 1% 200ML	9310185662018	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B4009BC7-5F51-4759-908A-5E6A2A7565A2	!UNMAPPED	CUSS DUO CLEANS&WHTNS PWDR 6	CUSS DUO CLEANS&WHTNS PWDR 6	CUSS DUO CLEANS&WHTNS PWDR 6	9300615028804	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B40117A4-A18A-42E1-9597-546EA5F7D0BB	!UNMAPPED	PROPRANOLOL	PROPRANOLOL CAPSULES SR 30MG	PROPRANOLOL	NULL	NULL	NULL	NULL	NULL	CAPSULES SR	30MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B41EB78F-92AC-4C2A-8074-7F5FFA5472C7	!UNMAPPED	OMEPRAZOLE 5MG/ML SUSPENSION 80ML	OMEPRAZOLE 5MG/ML SUSPENSION 80ML	OMEPRAZOLE 5MG/ML SUSPENSION 80ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B499EAC4-7046-4DAD-AFB5-D05CCC55100C	!UNMAPPED	BONVIT PSYLLIUM HUSKS NAT ORNG 500G	BONVIT PSYLLIUM HUSKS NAT ORNG 500G	BONVIT PSYLLIUM HUSKS NAT ORNG 500G	9316774114005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B5CF0612-E4C3-4430-BCCC-81A53A2FD503	!UNMAPPED	LYNX AFRICA TRAVEL COLLECTION PACK	LYNX AFRICA TRAVEL COLLECTION PACK	LYNX AFRICA TRAVEL COLLECTION PACK	9300830025435	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
